2900108,Abaira
2900207,Abare
2900306,Acajutiba
2900355,Adustina
2900405,Agua Fria
2900603,Aiquara
2900702,Alagoinhas
2900801,Alcobaca
2900900,Almadina
2901007,Amargosa
2901106,Amelia Rodrigues
2901155,America Dourada
2901205,Anage
2901304,Andarai
2901353,Andorinha
2901403,Angical
2901502,Anguera
2901601,Antas
2901700,Antonio Cardoso
2901809,Antonio Goncalves
2901908,Apora
2901957,Apuarema
2902054,Aracas
2902005,Aracatu
2902104,Araci
2902203,Aramari
2902252,Arataca
2902302,Aratuipe
2902401,Aurelino Leal
2902500,Baianopolis
2902609,Baixa Grande
2902658,Banzae
2902708,Barra
2902807,Barra Da Estiva
2902906,Barra Do Choca
2903003,Barra Do Mendes
2903102,Barra Do Rocha
2903201,Barreiras
2903235,Barro Alto
2903300,Barro Preto
2903276,Barrocas
2903409,Belmonte
2903508,Belo Campo
2903607,Biritinga
2903706,Boa Nova
2903805,Boa Vista Do Tupim
2903904,Bom Jesus Da Lapa
2903953,Bom Jesus Da Serra
2904001,Boninal
2904050,Bonito
2904100,Boquira
2904209,Botupora
2904308,Brejoes
2904407,Brejolandia
2904506,Brotas De Macaubas
2904605,Brumado
2904704,Buerarema
2904753,Buritirama
2904803,Caatiba
2904852,Cabaceiras Do Paraguacu
2904902,Cachoeira
2905008,Cacule
2905107,Caem
2905156,Caetanos
2905206,Caetite
2905305,Cafarnaum
2905404,Cairu
2905503,Caldeirao Grande
2905602,Camacan
2905701,Camacari
2905800,Camamu
2905909,Campo Alegre De Lourdes
2906006,Campo Formoso
2906105,Canapolis
2906204,Canarana
2906303,Canavieiras
2906402,Candeal
2906501,Candeias
2906600,Candiba
2906709,Candido Sales
2906808,Cansancao
2906824,Canudos
2906857,Capela Do Alto Alegre
2906873,Capim Grosso
2906899,Caraibas
2906907,Caravelas
2907004,Cardeal Da Silva
2907103,Carinhanha
2907202,Casa Nova
2907301,Castro Alves
2907400,Catolandia
2907509,Catu
2907558,Caturama
2907608,Central
2907707,Chorrocho
2907806,Cicero Dantas
2907905,Cipo
2908002,Coaraci
2908101,Cocos
2908200,Conceicao Da Feira
2908309,Conceicao Do Almeida
2908408,Conceicao Do Coite
2908507,Conceicao Do Jacuipe
2908606,Conde
2908705,Condeuba
2908804,Contendas Do Sincora
2908903,Coracao De Maria
2909000,Cordeiros
2909109,Coribe
2909208,Coronel Joao Sa
2909307,Correntina
2909406,Cotegipe
2909505,Cravolandia
2909604,Crisopolis
2909703,Cristopolis
2909802,Cruz Das Almas
2909901,Curaca
2910008,Dario Meira
2910057,Dias Davila
2910107,Dom Basilio
2910206,Dom Macedo Costa
2910305,Elisio Medrado
2910404,Encruzilhada
2910503,Entre Rios
2900504,Erico Cardoso
2910602,Esplanada
2910701,Euclides Da Cunha
2910727,Eunapolis
2910750,Fatima
2910776,Feira Da Mata
2910800,Feira De Santana
2910859,Filadelfia
2910909,Firmino Alves
2911006,Floresta Azul
2911105,Formosa Do Rio Preto
2911204,Gandu
2911253,Gaviao
2911303,Gentio Do Ouro
2911402,Gloria
2911501,Gongogi
2911600,Governador Mangabeira
2911659,Guajeru
2911709,Guanambi
2911808,Guaratinga
2911857,Heliopolis
2911907,Iacu
2912004,Ibiassuce
2912103,Ibicarai
2912202,Ibicoara
2912301,Ibicui
2912400,Ibipeba
2912509,Ibipitanga
2912608,Ibiquera
2912707,Ibirapitanga
2912806,Ibirapua
2912905,Ibirataia
2913002,Ibitiara
2913101,Ibitita
2913200,Ibotirama
2913309,Ichu
2913408,Igapora
2913457,Igrapiuna
2913507,Iguai
2913606,Ilheus
2913705,Inhambupe
2913804,Ipecaeta
2913903,Ipiau
2914000,Ipira
