2600054,Abreu E Lima
2600104,Afogados Da Ingazeira
2600203,Afranio
2600302,Agrestina
2600401,Agua Preta
2600500,Aguas Belas
2600609,Alagoinha
2600708,Alianca
2600807,Altinho
2600906,Amaraji
2601003,Angelim
2601052,Aracoiaba
2601102,Araripina
2601201,Arcoverde
2601300,Barra De Guabiraba
2601409,Barreiros
2601508,Belem De Maria
2601607,Belem Do Sao Francisco
2601706,Belo Jardim
2601805,Betania
2601904,Bezerros
2602001,Bodoco
2602100,Bom Conselho
2602209,Bom Jardim
2602308,Bonito
2602407,Brejao
2602506,Brejinho
2602605,Brejo Da Madre De Deus
2602704,Buenos Aires
2602803,Buique
2602902,Cabo De Santo Agostinho
2603009,Cabrobo
2603108,Cachoeirinha
2603207,Caetes
2603306,Calcado
2603405,Calumbi
2603454,Camaragibe
2603504,Camocim De Sao Felix
2603603,Camutanga
2603702,Canhotinho
2603801,Capoeiras
2603900,Carnaiba
2603926,Carnaubeira Da Penha
2604007,Carpina
2604106,Caruaru
2604155,Casinhas
2604205,Catende
2604304,Cedro
2604403,Cha De Alegria
2604502,Cha Grande
2604601,Condado
2604700,Correntes
2604809,Cortes
2604908,Cumaru
2605004,Cupira
2605103,Custodia
2605152,Dormentes
2605202,Escada
2605301,Exu
2605400,Feira Nova
2605459,Fernando De Noronha
2605509,Ferreiros
2605608,Flores
2605707,Floresta
2605806,Frei Miguelinho
2605905,Gameleira
2606002,Garanhuns
2606101,Gloria Do Goita
2606200,Goiana
2606309,Granito
2606408,Gravata
2606507,Iati
2606606,Ibimirim
2606705,Ibirajuba
2606804,Igarassu
2606903,Iguaracy
2607604,Ilha De Itamaraca
2607000,Inaja
2607109,Ingazeira
2607208,Ipojuca
2607307,Ipubi
2607406,Itacuruba
2607505,Itaiba
2607653,Itambe
2607703,Itapetim
2607752,Itapissuma
2607802,Itaquitinga
2607901,Jaboatao Dos Guararapes
2607950,Jaqueira
2608008,Jatauba
2608057,Jatoba
2608107,Joao Alfredo
2608206,Joaquim Nabuco
2608255,Jucati
2608305,Jupi
2608404,Jurema
2608503,Lagoa De Itaenga
2608453,Lagoa Do Carro
2608602,Lagoa Do Ouro
2608701,Lagoa Dos Gatos
2608750,Lagoa Grande
2608800,Lajedo
2608909,Limoeiro
2609006,Macaparana
2609105,Machados
2609154,Manari
2609204,Maraial
2609303,Mirandiba
2614303,Moreilandia
2609402,Moreno
2609501,Nazare Da Mata
2609600,Olinda
2609709,Orobo
2609808,Oroco
2609907,Ouricuri
2610004,Palmares
2610103,Palmeirina
2610202,Panelas
2610301,Paranatama
2610400,Parnamirim
2610509,Passira
2610608,Paudalho
2610707,Paulista
2610806,Pedra
2610905,Pesqueira
2611002,Petrolandia
2611101,Petrolina
2611200,Pocao
2611309,Pombos
2611408,Primavera
2611507,Quipapa
2611533,Quixaba
2611606,Recife
2611705,Riacho Das Almas
2611804,Ribeirao
2611903,Rio Formoso
2612000,Saire
2612109,Salgadinho
2612208,Salgueiro
2612307,Saloa
2612406,Sanharo
2612455,Santa Cruz
2612471,Santa Cruz Da Baixa Verde
2612505,Santa Cruz Do Capibaribe
2612554,Santa Filomena
2612604,Santa Maria Da Boa Vista
2612703,Santa Maria Do Cambuca
2612802,Santa Terezinha
2612901,Sao Benedito Do Sul
2613008,Sao Bento Do Una
2613107,Sao Caitano
2613206,Sao Joao
2613305,Sao Joaquim Do Monte
2613404,Sao Jose Da Coroa Grande
2613503,Sao Jose Do Belmonte
2613602,Sao Jose Do Egito
2613701,Sao Lourenco Da Mata
2613800,Sao Vicente Ferrer
2613909,Serra Talhada
2614006,Serrita
2614105,Sertania
2614204,Sirinhaem
2614402,Solidao
2614501,Surubim
2614600,Tabira
2614709,Tacaimbo
2614808,Tacaratu
2614857,Tamandare
2615003,Taquaritinga Do Norte
2615102,Terezinha
2615201,Terra Nova
2615300,Timbauba
2615409,Toritama
2615508,Tracunhaem
2615607,Trindade
2615706,Triunfo
2615805,Tupanatinga
2615904,Tuparetama
2616001,Venturosa
2616100,Verdejante
2616183,Vertente Do Lerio
2616209,Vertentes
2616308,Vicencia
2616407,Vitoria De Santo Antao
2616506,Xexeu
