2200053,Acaua
2200103,Agricolandia
2200202,Agua Branca
2200251,Alagoinha Do Piaui
2200277,Alegrete Do Piaui
2200301,Alto Longa
2200400,Altos
2200459,Alvorada Do Gurgueia
2200509,Amarante
2200608,Angical Do Piaui
2200707,Anisio De Abreu
2200806,Antonio Almeida
2200905,Aroazes
2200954,Aroeiras Do Itaim
2201002,Arraial
2201051,Assuncao Do Piaui
2201101,Avelino Lopes
2201150,Baixa Grande Do Ribeiro
2201176,Barra Dalcantara
2201200,Barras
2201309,Barreiras Do Piaui
2201408,Barro Duro
2201507,Batalha
2201556,Bela Vista Do Piaui
2201572,Belem Do Piaui
2201606,Beneditinos
2201705,Bertolinia
2201739,Betania Do Piaui
2201770,Boa Hora
2201804,Bocaina
2201903,Bom Jesus
2201919,Bom Principio Do Piaui
2201929,Bonfim Do Piaui
2201945,Boqueirao Do Piaui
2201960,Brasileira
2201988,Brejo Do Piaui
2202000,Buriti Dos Lopes
2202026,Buriti Dos Montes
2202059,Cabeceiras Do Piaui
2202075,Cajazeiras Do Piaui
2202083,Cajueiro Da Praia
2202091,Caldeirao Grande Do Piaui
2202109,Campinas Do Piaui
2202117,Campo Alegre Do Fidalgo
2202133,Campo Grande Do Piaui
2202174,Campo Largo Do Piaui
2202208,Campo Maior
2202251,Canavieira
2202307,Canto Do Buriti
2202406,Capitao De Campos
2202455,Capitao Gervasio Oliveira
2202505,Caracol
2202539,Caraubas Do Piaui
2202554,Caridade Do Piaui
2202604,Castelo Do Piaui
2202653,Caxingo
2202703,Cocal
2202711,Cocal De Telha
2202729,Cocal Dos Alves
2202737,Coivaras
2202752,Colonia Do Gurgueia
2202778,Colonia Do Piaui
2202802,Conceicao Do Caninde
2202851,Coronel Jose Dias
2202901,Corrente
2203008,Cristalandia Do Piaui
2203107,Cristino Castro
2203206,Curimata
2203230,Currais
2203271,Curral Novo Do Piaui
2203255,Curralinhos
2203305,Demerval Lobao
2203354,Dirceu Arcoverde
2203404,Dom Expedito Lopes
2203453,Dom Inocencio
2203420,Domingos Mourao
2203503,Elesbao Veloso
2203602,Eliseu Martins
2203701,Esperantina
2203750,Fartura Do Piaui
2203800,Flores Do Piaui
2203859,Floresta Do Piaui
2203909,Floriano
2204006,Francinopolis
2204105,Francisco Ayres
2204154,Francisco Macedo
2204204,Francisco Santos
2204303,Fronteiras
2204352,Geminiano
2204402,Gilbues
2204501,Guadalupe
2204550,Guaribas
2204600,Hugo Napoleao
2204659,Ilha Grande
2204709,Inhuma
2204808,Ipiranga Do Piaui
2204907,Isaias Coelho
2205003,Itainopolis
2205102,Itaueira
2205151,Jacobina Do Piaui
2205201,Jaicos
2205250,Jardim Do Mulato
2205276,Jatoba Do Piaui
2205300,Jerumenha
2205359,Joao Costa
