1500107,Abaetetuba
1500131,Abel Figueiredo
1500206,Acara
1500305,Afua
1500347,Agua Azul Do Norte
1500404,Alenquer
1500503,Almeirim
1500602,Altamira
1500701,Anajas
1500800,Ananindeua
1500859,Anapu
1500909,Augusto Correa
1500958,Aurora Do Para
1501006,Aveiro
1501105,Bagre
1501204,Baiao
1501253,Bannach
1501303,Barcarena
1501402,Belem
1501451,Belterra
1501501,Benevides
1501576,Bom Jesus Do Tocantins
1501600,Bonito
1501709,Braganca
1501725,Brasil Novo
1501758,Brejo Grande Do Araguaia
1501782,Breu Branco
1501808,Breves
1501907,Bujaru
1502004,Cachoeira Do Arari
1501956,Cachoeira Do Piria
1502103,Cameta
1502152,Canaa Dos Carajas
1502202,Capanema
1502301,Capitao Poco
1502400,Castanhal
1502509,Chaves
1502608,Colares
1502707,Conceicao Do Araguaia
1502756,Concordia Do Para
1502764,Cumaru Do Norte
1502772,Curionopolis
1502806,Curralinho
1502855,Curua
1502905,Curuca
1502939,Dom Eliseu
1502954,Eldorado Do Carajas
1503002,Faro
1503044,Floresta Do Araguaia
1503077,Garrafao Do Norte
1503093,Goianesia Do Para
1503101,Gurupa
1503200,Igarapeacu
1503309,Igarapemiri
1503408,Inhangapi
1503457,Ipixuna Do Para
1503507,Irituia
1503606,Itaituba
1503705,Itupiranga
1503754,Jacareacanga
1503804,Jacunda
1503903,Juruti
1504000,Limoeiro Do Ajuru
1504059,Mae Do Rio
1504109,Magalhaes Barata
1504208,Maraba
1504307,Maracana
1504406,Marapanim
1504422,Marituba
1504455,Medicilandia
1504505,Melgaco
1504604,Mocajuba
1504703,Moju
1504752,Mojui Dos Campos
1504802,Monte Alegre
1504901,Muana
1504950,Nova Esperanca Do Piria
1504976,Nova Ipixuna
1505007,Nova Timboteua
1505031,Novo Progresso
1505064,Novo Repartimento
1505106,Obidos
1505205,Oeiras Do Para
1505304,Oriximina
1505403,Ourem
1505437,Ourilandia Do Norte
1505486,Pacaja
1505494,Palestina Do Para
1505502,Paragominas
1505536,Parauapebas
1505551,Pau Darco
1505601,Peixeboi
1505635,Picarra
1505650,Placas
1505700,Ponta De Pedras
1505809,Portel
1505908,Porto De Moz
1506005,Prainha
1506104,Primavera
1506112,Quatipuru
1506138,Redencao
1506161,Rio Maria
1506187,Rondon Do Para
1506195,Ruropolis
1506203,Salinopolis
1506302,Salvaterra
1506351,Santa Barbara Do Para
1506401,Santa Cruz Do Arari
1506500,Santa Izabel Do Para
1506559,Santa Luzia Do Para
1506583,Santa Maria Das Barreiras
1506609,Santa Maria Do Para
1506708,Santana Do Araguaia
1506807,Santarem
1506906,Santarem Novo
1507003,Santo Antonio Do Taua
1507102,Sao Caetano De Odivelas
1507151,Sao Domingos Do Araguaia
1507201,Sao Domingos Do Capim
1507300,Sao Felix Do Xingu
1507409,Sao Francisco Do Para
1507458,Sao Geraldo Do Araguaia
1507466,Sao Joao Da Ponta
1507474,Sao Joao De Pirabas
1507508,Sao Joao Do Araguaia
1507607,Sao Miguel Do Guama
1507706,Sao Sebastiao Da Boa Vista
1507755,Sapucaia
1507805,Senador Jose Porfirio
1507904,Soure
1507953,Tailandia
1507961,Terra Alta
1507979,Terra Santa
1508001,Tomeacu
1508035,Tracuateua
1508050,Trairao
1508084,Tucuma
1508100,Tucurui
1508126,Ulianopolis
1508159,Uruara
1508209,Vigia
1508308,Viseu
1508357,Vitoria Do Xingu
1508407,Xinguara
